country_code,country_name,wb_income,wb_region,isic_section_index,isic_section_name,industry_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Architecture & Planning,800.71,644.83,437.49,317.19,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,F,Construction,Civil Engineering,556.34,359.62,232.13,200.89,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Aviation & Aerospace,775.64,582.9,300.22,38.49,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Automotive,687.75,563.28,360.6,195.77,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Chemicals,720.59,515.7,396.88,247.85,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Machinery,664.37,644.76,333,183.4,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,B,Mining and quarrying,Mining & Metals,638.31,473.86,379.28,160.2,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,B,Mining and quarrying,Oil & Energy,405.25,240.66,85.53,96.56,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Shipbuilding,486.53,415.09,234.45,149.83,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,D,"Electricity, gas, steam and air conditioning supply",Utilities,421.21,315.04,223.49,287.83,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Textiles,1163.62,917.71,507.49,311.42,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,A,"Agriculture, forestry and fishing ",Dairy,510.96,276.18,774.33,39.64,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,P,Education,Primary/Secondary Education,913.91,947.26,73.25,15.52,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,P,Education,Higher Education,369.09,322.44,-32.54,-118.55,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,P,Education,Education Management,774.13,597.69,352.78,250.16,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Research,900.44,386.28,110.42,23.89,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,O,Public administration and defence; compulsory social security,Military,-240.96,-486.82,-94.28,-545.69,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,O,Public administration and defence; compulsory social security,International Affairs,1552.03,317.51,177.51,267.4,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,O,Public administration and defence; compulsory social security,Government Administration,321.02,317.29,236.85,141.27,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Executive Office,720.8,744.27,414.83,358.97,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,O,Public administration and defence; compulsory social security,Public Safety,466.77,832.39,314.48,340.18,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Marketing & Advertising,962.6,660.99,437.15,280.46,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Newspapers,378.62,-73.78,73.81,81.74,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Publishing,835.05,471.46,281.34,82.94,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Printing,568.35,356.16,251.36,24.61,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Information Services,989.8,492.33,330.15,241.41,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Environmental Services,553.86,394.86,267.77,199.95,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Package/Freight Delivery,341.02,272.97,322.06,320.67,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,S,Other service activities,Civic & Social Organization,1303.84,511.98,198.84,86.68,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Services,1058.36,690.18,606.77,323.91,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Transportation/Trucking/Railroad,611.3,388.67,237.14,179.48,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Airlines/Aviation,444.97,321.56,38.82,16.27,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Maritime,565.74,361.26,188.28,124.54,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Information Technology & Services,1082.74,806.48,579.09,534.26,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Market Research,829.72,573.74,227.82,-88.37,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Public Relations & Communications,795.78,600.3,317.83,148.44,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Design,693.97,513.37,346.72,232.18,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,S,Other service activities,Non-Profit Organization Management,1028.68,241.25,183.02,-92.7,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,N,Administrative and support service activities,Staffing & Recruiting,892.06,493.46,237.94,142.84,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Professional Training & Coaching,1020.77,538.12,325.5,214.34,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,K,Financial and insurance activities,Venture Capital & Private Equity,922.83,675.04,368.71,164.09,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Computer Games,1973.47,956.18,193.39,1189.38,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Events Services,643.89,397.44,334.02,243.69,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,R,"Arts, entertainment and recreation ",Arts & Crafts,933.61,156.42,0,325.88,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Electrical & Electronic Manufacturing,600.39,484.33,366.06,239.49,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Online Media,1128.17,497.59,1003.98,602.36,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,R,"Arts, entertainment and recreation ",Music,917.67,533.45,109.33,-39.29,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Logistics & Supply Chain,567.03,439.26,275.98,242.62,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Plastics,529.69,331.72,145.71,133.3,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Computer & Network Security,911.39,647.87,514.03,500,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,N,Administrative and support service activities,Security & Investigations,471.73,406.96,158.66,94.82,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,N,Administrative and support service activities,Facilities Services,640.52,661,350.7,345.83,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Outsourcing/Offshoring,1305.68,1216.14,773.28,509.27,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",999.36,814.42,606.68,325.37,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,J,Information and communication,Media Production,543.67,407.05,192.24,56.78,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,R,"Arts, entertainment and recreation ",Animation,1707.99,1178.01,271.15,-231.62,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,L,Real estate activities,Commercial Real Estate,502.92,595.01,274.64,94.24,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,K,Financial and insurance activities,Capital Markets,880.46,337.51,734.53,454,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,P,Education,E-Learning,1718.92,1254.53,889.91,582.29,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,667.08,464.27,297.93,155.14,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,H,Transportation and storage,Import & Export,608.26,457.99,401.57,140.53,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,M,Professional scientific and technical activities,Mechanical or Industrial Engineering,738.59,577.16,399.37,411.97,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,N,Administrative and support service activities,Human Resources,956.81,621.05,382.79,300.77,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,N,Administrative and support service activities,Business Supplies & Equipment,610.35,535.33,318.21,331.61,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,S,Other service activities,International Trade & Development,680.41,548.35,348.02,90.06,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Luxury Goods & Jewelry,627.99,474.69,257.44,190.84,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Renewables & Environment,1005.18,990.57,645.08,239.34,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,"Glass, Ceramics & Concrete",446.1,424.44,480.13,137.01,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Packaging & Containers,667.77,744.72,449.36,257.5,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,C,Manufacturing,Industrial Automation,742.09,582.61,316.51,262.42,,,,,,,,,,,,,,,,,,,
ae,United Arab Emirates,High income,Middle East & North Africa,O,Public administration and defence; compulsory social security,Government Relations,417.66,359.23,261.14,328.5,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,C,Manufacturing,Defense & Space,-890.95,-597.18,-340.69,51.73,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,J,Information and communication,Telecommunications,-165.68,-181.01,-157.23,-4.73,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,M,Professional scientific and technical activities,Management Consulting,-102.06,-129.69,-153.04,42.96,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,Q,Human health and social work activities,Hospital & Health Care,214.57,-741.35,93.39,220.39,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,K,Financial and insurance activities,Banking,293.1,-205.73,128.19,-11.27,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,F,Construction,Construction,-434.44,-511.6,-391.81,-149.42,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,F,Construction,Civil Engineering,-471,-554.61,-397.68,29.9,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,C,Manufacturing,Automotive,0,-233.59,-240.18,483.01,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,B,Mining and quarrying,Oil & Energy,-766.04,-795.53,-542.99,342.75,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,P,Education,Higher Education,-106.01,-245.82,-708.49,-501.11,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,O,Public administration and defence; compulsory social security,Military,-1150.1,-236.69,-270.77,-123.68,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,O,Public administration and defence; compulsory social security,International Affairs,-271.16,-196.87,-530.6,-284.15,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,O,Public administration and defence; compulsory social security,Government Administration,19.72,-34.32,-308.67,89.92,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,J,Information and communication,Information Technology & Services,-421.27,8.32,-161.18,-168.45,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,S,Other service activities,Non-Profit Organization Management,-29.32,-217.58,-101.84,-148.41,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,H,Transportation and storage,Logistics & Supply Chain,-819.96,-627.4,-308.48,-272.31,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,N,Administrative and support service activities,Security & Investigations,-522.28,-118.21,-251.23,326.26,,,,,,,,,,,,,,,,,,,
af,Afghanistan,Low income,South Asia,S,Other service activities,International Trade & Development,-122.03,-421.7,-738.53,-322.85,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,J,Information and communication,Telecommunications,-178.17,-287.5,-268.95,-323.39,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,K,Financial and insurance activities,Banking,-319.72,-412.37,-390.02,-330.1,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,F,Construction,Construction,-556.38,-402.29,-245.43,-142.26,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,B,Mining and quarrying,Oil & Energy,-15.23,-125.21,10.69,-110.29,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,P,Education,Higher Education,-97.7,-265.77,-405.44,-498.01,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,O,Public administration and defence; compulsory social security,International Affairs,-359.78,-547.18,-602.55,-290.26,,,,,,,,,,,,,,,,,,,
al,Albania,Upper middle income,Europe & Central Asia,J,Information and communication,Information Technology & Services,-195.26,-364.36,-255.03,-338.69,,,,,,,,,,,,,,,,,,,
am,Armenia,Upper middle income,Europe & Central Asia,J,Information and communication,Computer Software,-54.09,-104.15,-147.51,-108.18,,,,,,,,,,,,,,,,,,,
am,Armenia,Upper middle income,Europe & Central Asia,P,Education,Higher Education,-127.04,-188.31,-196.79,-141.42,,,,,,,,,,,,,,,,,,,
am,Armenia,Upper middle income,Europe & Central Asia,J,Information and communication,Information Technology & Services,-112.85,-61.47,-149.54,-73.39,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,J,Information and communication,Telecommunications,203.58,51.18,-27.58,-37.82,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,M,Professional scientific and technical activities,Management Consulting,345.19,-123.98,-71.35,-51.31,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,1312.08,274.31,71.1,-35.75,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,627.97,31.48,81.65,187.06,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,K,Financial and insurance activities,Banking,314.54,91.48,23.13,209.79,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,F,Construction,Construction,234.32,-426.61,-221.17,-223.89,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,F,Construction,Civil Engineering,272.07,-343.92,-182.59,-145.59,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,B,Mining and quarrying,Oil & Energy,190.26,-128.21,-217.02,-198.06,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,P,Education,Higher Education,343.09,230.45,114.23,127.13,,,,,,,,,,,,,,,,,,,
ao,Angola,Lower middle income,Sub-Saharan Africa,J,Information and communication,Information Technology & Services,199.46,-82.91,54.68,-40.43,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,J,Information and communication,Computer Software,-56.66,-16.18,75.11,54.06,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,J,Information and communication,Internet,-38.42,2.1,16.23,-9.16,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,J,Information and communication,Telecommunications,17.94,49.18,86.52,90.76,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,M,Professional scientific and technical activities,Law Practice,8.03,-20.82,-16.86,8.27,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,M,Professional scientific and technical activities,Management Consulting,31.25,117.84,146.39,113.32,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,Q,Human health and social work activities,Hospital & Health Care,8.11,14.93,14.76,11.5,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,C,Manufacturing,Pharmaceuticals,19.45,-0.69,48.9,27.71,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,Q,Human health and social work activities,Medical Device,3.11,46.41,74.5,43.73,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,-18.64,21.71,73.12,-8.07,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,3.74,29.21,20.52,-15.78,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tobacco,-84.22,-235.8,-129.86,-47.68,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,C,Manufacturing,Food Production,-14.55,-17.19,15.87,34.8,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Electronics,-19.03,37.75,39.07,-26.77,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,-42.91,-43.54,41.13,39.03,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,16.8,21.67,47.13,42.62,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,R,"Arts, entertainment and recreation ",Entertainment,-22.88,-21.31,0,-13.6,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,N,Administrative and support service activities,"Leisure, Travel & Tourism",-6.23,-26.62,-3.91,-76.92,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,I,Accommodation and food service activities,Hospitality,-27.02,-138.51,36.61,-60.21,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,I,Accommodation and food service activities,Restaurants,-3.76,-13.48,80.95,-17.28,,,,,,,,,,,,,,,,,,,
ar,Argentina,High income,Latin America & Caribbean,R,"Arts, entertainment and recreation ",Sports,10.65,109.56,59.78,3.32,,,,,,,,,,,,,,,,,,,
