"","state","state.abbr","county","FIPS","medicaid.expand","rural.metro","pct.lt.poverty","pct.public.ins.lt.65","pct.public.ins.lt.19","pct.public.ins.19.to.64"
"45","Alabama","AL","Madison",1089,"Did Not Expand Medicaid","Metropolitan",10.2,17.4069272,33.781009,11.0640443
"46","Alabama","AL","Marengo",1091,"Did Not Expand Medicaid","Rural",17.4,33.5710711,55.772755,23.7243746
"47","Alabama","AL","Marion",1093,"Did Not Expand Medicaid","Rural",13.9,24.9334516,44.400607,17.4210927
"48","Alabama","AL","Marshall",1095,"Did Not Expand Medicaid","Rural",15.8,27.5798565,52.6021174,16.1735883
"49","Alabama","AL","Mobile",1097,"Did Not Expand Medicaid","Metropolitan",15.3,26.7151818,49.464426,16.9053944
"50","Alabama","AL","Monroe",1099,"Did Not Expand Medicaid","Rural",26.6,33.9738488,62.2058824,21.3333333
"51","Alabama","AL","Montgomery",1101,"Did Not Expand Medicaid","Metropolitan",16.6,28.5692701,52.7314326,18.4084904
"52","Alabama","AL","Morgan",1103,"Did Not Expand Medicaid","Metropolitan",14,23.5148414,45.1169712,14.5477791
"53","Alabama","AL","Perry",1105,"Did Not Expand Medicaid","Rural",30.3,40.3441683,68.0634662,27.6963059
"54","Alabama","AL","Pickens",1107,"Did Not Expand Medicaid","Metropolitan",17.5,33.2685833,53.2337199,25.100365
"55","Alabama","AL","Pike",1109,"Did Not Expand Medicaid","Rural",16.7,26.0774954,51.4815335,17.6126527
"56","Alabama","AL","Randolph",1111,"Did Not Expand Medicaid","Rural",14.7,26.7296471,48.6686953,17.6729214
"57","Alabama","AL","Russell",1113,"Did Not Expand Medicaid","Metropolitan",15.4,30.6253416,49.6586254,22.0206949
"58","Alabama","AL","St. Clair",1115,"Did Not Expand Medicaid","Metropolitan",10.3,20.2897338,34.6560972,14.3147629
"59","Alabama","AL","Shelby",1117,"Did Not Expand Medicaid","Metropolitan",5,11.7091242,21.0850709,7.7239139
"60","Alabama","AL","Sumter",1119,"Did Not Expand Medicaid","Rural",27.5,36.0993948,71.5693174,23.5987103
"61","Alabama","AL","Talladega",1121,"Did Not Expand Medicaid","Rural",15.2,32.691864,56.8234721,23.1121331
"62","Alabama","AL","Tallapoosa",1123,"Did Not Expand Medicaid","Rural",16.8,31.8733444,58.1476627,21.5529816
"63","Alabama","AL","Tuscaloosa",1125,"Did Not Expand Medicaid","Metropolitan",11.4,20.917306,35.7154367,15.2299118
"64","Alabama","AL","Walker",1127,"Did Not Expand Medicaid","Metropolitan",16.5,28.7563095,49.0851021,20.6456237
"65","Alabama","AL","Washington",1129,"Did Not Expand Medicaid","Rural",16.7,32.3123821,44.4659724,27.1116178
"66","Alabama","AL","Wilcox",1131,"Did Not Expand Medicaid","Rural",23.1,43.5443327,71.1009174,30.3480906
"67","Alabama","AL","Winston",1133,"Did Not Expand Medicaid","Rural",14.2,31.8676673,54.7348485,23.0171529
"68","Alaska","AK","Aleutians East",2013,"Expanded Medicaid","Rural",14.3,12.5204315,41.3934426,7.0400622
"69","Alaska","AK","Aleutians West",2016,"Expanded Medicaid","Rural",4.1,7.420763,17.5487465,4.8187023
"70","Alaska","AK","Anchorage",2020,"Expanded Medicaid","Metropolitan",5.2,19.5691722,30.6272871,14.897035
"71","Alaska","AK","Bethel",2050,"Expanded Medicaid","Rural",23.8,48.5724744,70.9145427,33.2441884
"72","Alaska","AK","Bristol Bay",2060,"Expanded Medicaid","Rural",4.7,15.6211562,34.1013825,8.8926174
"73","Alaska","AK","Denali",2068,"Expanded Medicaid","Rural",2.9,8.353222,24.9322493,4.8088065
"74","Alaska","AK","Dillingham",2070,"Expanded Medicaid","Rural",14.6,38.2507672,64.4720497,23.9498645
"75","Alaska","AK","Fairbanks North Star",2090,"Expanded Medicaid","Metropolitan",4.5,16.7064043,24.0707411,13.5024257
"76","Alaska","AK","Haines",2100,"Expanded Medicaid","Rural",6,22.2731906,40.3071017,15.7529493
"77","Alaska","AK","Hoonah-Angoon",2105,"Expanded Medicaid","Rural",10,27.4091171,58.8235294,18.7637969
"78","Alaska","AK","Juneau City and",2110,"Expanded Medicaid","Rural",4,15.3206904,29.8886056,10.0787173
"79","Alaska","AK","Kenai Peninsula",2122,"Expanded Medicaid","Rural",7.4,21.612123,34.3516824,16.3149422
"80","Alaska","AK","Ketchikan Gateway",2130,"Expanded Medicaid","Rural",8,23.0134159,38.3446993,17.1268746
"81","Alaska","AK","Kodiak Island",2150,"Expanded Medicaid","Rural",7,20.961026,29.6594749,16.8606788
"82","Alaska",NA,"Kusilvak",2158,"Expanded Medicaid",NA,36.4,61.5434669,83.8204901,43.984175
"83","Alaska","AK","Lake and Peninsula",2164,"Expanded Medicaid","Rural",14.7,31.4214464,57.1052632,19.5625759
"84","Alaska","AK","Matanuska-Susitna",2170,"Expanded Medicaid","Metropolitan",6.8,23.9073078,34.2808552,18.9471763
"85","Alaska","AK","Nome",2180,"Expanded Medicaid","Rural",20.8,41.6470852,63.7759454,27.2878229
"86","Alaska","AK","North Slope",2185,"Expanded Medicaid","Rural",10.2,18.4430742,38.9366693,10.4077253
"87","Alaska","AK","Northwest Arctic",2188,"Expanded Medicaid","Rural",22,37.0546985,62.1007807,20.6864564
"88","Alaska","AK","Petersburg",2195,"Expanded Medicaid","Rural",6.7,24.0883978,30.5194805,21.5424165
"89","Alaska","AK","Prince of Wales-Hyder",2198,"Expanded Medicaid","Rural",11.5,27.1602725,45.6774985,19.5084875
"90","Alaska","AK","Sitka City and",2220,"Expanded Medicaid","Rural",5.4,14.725659,26.3862333,10.1609281
"91","Alaska","AK","Skagway",2230,"Expanded Medicaid","Rural",3.5,9.2290988,17.7304965,7.6923077
"92","Alaska","AK","Southeast Fairbanks",2240,"Expanded Medicaid","Rural",9.9,27.2727273,42.0835482,20.0949763
"93","Alaska","AK","Valdez-Cordova",2261,"Expanded Medicaid","Rural",5.5,13.381935,15.1463725,12.6569038
"94","Alaska","AK","Wrangell City and",2275,"Expanded Medicaid","Rural",8.4,28.772846,56.1302682,18.5211773
"95","Alaska","AK","Yakutat City and",2282,"Expanded Medicaid","Rural",3.4,23.5093697,53.9473684,12.8735632
"96","Alaska","AK","Yukon-Koyukuk",2290,"Expanded Medicaid","Rural",20.8,34.0143218,60.5180038,20.7582938
"97","Arizona","AZ","Apache",4001,"Expanded Medicaid","Rural",29,42.6016767,50.9300184,37.990977
"98","Arizona","AZ","Cochise",4003,"Expanded Medicaid","Metropolitan",14.3,33.4155212,42.0604368,29.2058594
"99","Arizona","AZ","Coconino",4005,"Expanded Medicaid","Metropolitan",13.3,23.2059037,34.9619361,18.4649751
"100","Arizona","AZ","Gila",4007,"Expanded Medicaid","Rural",15.1,38.8754014,53.9277194,32.5639126
"101","Arizona","AZ","Graham",4009,"Expanded Medicaid","Rural",16.1,32.9540739,41.7663293,27.6460157
"102","Arizona","AZ","Greenlee",4011,"Expanded Medicaid","Rural",9.6,21.9004745,29.0014164,18.1835032
"103","Arizona","AZ","La Paz",4012,"Expanded Medicaid","Rural",11.7,43.1728493,60.5270234,35.9624623
"104","Arizona","AZ","Maricopa",4013,"Expanded Medicaid","Metropolitan",11.4,22.8590523,35.3306548,17.3476402
"105","Arizona","AZ","Mohave",4015,"Expanded Medicaid","Metropolitan",12.3,37.980285,49.6489621,33.5964602
"106","Arizona","AZ","Navajo",4017,"Expanded Medicaid","Rural",23.7,46.0979398,57.7976985,39.6112022
"107","Arizona","AZ","Pima",4019,"Expanded Medicaid","Metropolitan",12.8,27.2320073,39.6416861,22.1836499
"108","Arizona","AZ","Pinal",4021,"Expanded Medicaid","Metropolitan",11.1,28.7902896,37.7242691,24.3248541
"109","Arizona","AZ","Santa Cruz",4023,"Expanded Medicaid","Rural",18.7,40.4778618,54.4874615,32.7814703
"110","Arizona","AZ","Yavapai",4025,"Expanded Medicaid","Metropolitan",9.4,28.7877041,39.6530789,24.9989199
"111","Arizona","AZ","Yuma",4027,"Expanded Medicaid","Metropolitan",16.9,33.5369473,46.3428103,26.7299826
"112","Arkansas","AR","Arkansas",5001,"Expanded Medicaid","Rural",15,39.5626509,70.7283237,26.8260418
"113","Arkansas","AR","Ashley",5003,"Expanded Medicaid","Rural",16.5,38.0748153,59.4289114,28.9059174
"114","Arkansas","AR","Baxter",5005,"Expanded Medicaid","Rural",8.6,31.8172232,50.1131975,25.2566735
"115","Arkansas","AR","Benton",5007,"Expanded Medicaid","Metropolitan",8.1,19.6579515,37.2425799,11.2550218
"116","Arkansas","AR","Boone",5009,"Expanded Medicaid","Rural",10.7,34.9367942,55.5381517,26.0529744
"117","Arkansas","AR","Bradley",5011,"Expanded Medicaid","Rural",17.4,39.7278608,69.921875,25.902439
"118","Arkansas","AR","Calhoun",5013,"Expanded Medicaid","Rural",15.3,33.4322453,63.5680751,22.6586103
"119","Arkansas","AR","Carroll",5015,"Expanded Medicaid","Rural",10,32.5753033,59.3344528,20.9875727
"120","Arkansas","AR","Chicot",5017,"Expanded Medicaid","Rural",25.4,47.8046433,80.5958747,32.7304653
"121","Arkansas","AR","Clark",5019,"Expanded Medicaid","Rural",14.5,26.1807146,47.4850646,18.0473808
"122","Arkansas","AR","Clay",5021,"Expanded Medicaid","Rural",16.5,43.1474639,69.6285714,32.1241675
"123","Arkansas","AR","Cleburne",5023,"Expanded Medicaid","Rural",10.7,30.328176,50.0970497,22.7988468
"124","Arkansas","AR","Cleveland",5025,"Expanded Medicaid","Metropolitan",14.4,33.084168,56.498801,22.4804518
"125","Arkansas","AR","Columbia",5027,"Expanded Medicaid","Rural",21.5,32.2998588,55.1753783,22.810271
"126","Arkansas","AR","Conway",5029,"Expanded Medicaid","Rural",13.4,35.5009407,59.3921569,25.2687269
"127","Arkansas","AR","Craighead",5031,"Expanded Medicaid","Metropolitan",13,33.0117566,55.4434529,23.1771582
"128","Arkansas","AR","Crawford",5033,"Expanded Medicaid","Metropolitan",12.7,32.4426456,47.5386865,25.5053474
"129","Arkansas","AR","Crittenden",5035,"Expanded Medicaid","Metropolitan",18.5,37.9026779,59.8052949,26.8931526
"130","Arkansas","AR","Cross",5037,"Expanded Medicaid","Rural",13.5,37.6823973,56.0914855,29.2432264
"131","Arkansas","AR","Dallas",5039,"Expanded Medicaid","Rural",8.9,33.9875275,52.5052929,27.4845105
"132","Arkansas","AR","Desha",5041,"Expanded Medicaid","Rural",26.5,50.3164239,76.437629,36.8220597
"133","Arkansas","AR","Drew",5043,"Expanded Medicaid","Rural",19.8,35.3404505,57.6229138,26.2994143
"134","Arkansas","AR","Faulkner",5045,"Expanded Medicaid","Metropolitan",10.8,24.2314376,38.9992903,18.1655558
"135","Arkansas","AR","Franklin",5047,"Expanded Medicaid","Rural",14.2,36.4542666,53.1293143,29.2058412
"136","Arkansas","AR","Fulton",5049,"Expanded Medicaid","Rural",15.6,38.9768575,61.7623918,30.0508553
"137","Arkansas","AR","Garland",5051,"Expanded Medicaid","Metropolitan",13,32.932865,57.089854,23.5523375
"138","Arkansas","AR","Grant",5053,"Expanded Medicaid","Metropolitan",10.7,27.9278675,42.0175636,21.9549446
"139","Arkansas","AR","Greene",5055,"Expanded Medicaid","Rural",11.5,32.3035902,51.1478911,24.124213
"140","Arkansas","AR","Hempstead",5057,"Expanded Medicaid","Rural",18.2,38.0717612,62.2907778,25.9353672
"141","Arkansas","AR","Hot Spring",5059,"Expanded Medicaid","Rural",11,33.9090767,61.2388423,22.8388298
"142","Arkansas","AR","Howard",5061,"Expanded Medicaid","Rural",16.5,39.5434529,65.0324254,26.0313531
"143","Arkansas","AR","Independence",5063,"Expanded Medicaid","Rural",13.8,31.2677435,51.7300666,22.3440649
"144","Arkansas","AR","Izard",5065,"Expanded Medicaid","Rural",12.3,41.25,61.2777561,33.7698239
"145","Arkansas","AR","Jackson",5067,"Expanded Medicaid","Rural",18.3,41.2459353,64.4952894,30.4102371
"146","Arkansas","AR","Jefferson",5069,"Expanded Medicaid","Metropolitan",18.7,36.7992009,62.3502171,25.4189656
"147","Arkansas","AR","Johnson",5071,"Expanded Medicaid","Rural",15.8,32.3363122,55.282305,21.8658699
"148","Arkansas","AR","Lafayette",5073,"Expanded Medicaid","Rural",20.4,36.8948247,62.1530129,27.3633112
"149","Arkansas","AR","Lawrence",5075,"Expanded Medicaid","Rural",13.1,36.8796434,54.9787871,29.2076589
"150","Arkansas","AR","Lee",5077,"Expanded Medicaid","Rural",19.6,49.7895557,76.7987487,38.2699577
"151","Arkansas","AR","Lincoln",5079,"Expanded Medicaid","Metropolitan",13.6,41.4293538,60.8643457,31.3215401
"152","Arkansas","AR","Little River",5081,"Expanded Medicaid","Metropolitan",13.9,36.5303668,60.8983287,26.6816775
"153","Arkansas","AR","Logan",5083,"Expanded Medicaid","Rural",14.2,33.5488628,54.2690058,25.0459963
"154","Arkansas","AR","Lonoke",5085,"Expanded Medicaid","Metropolitan",8.8,25.4250286,38.8852326,19.0240027
"155","Arkansas","AR","Madison",5087,"Expanded Medicaid","Metropolitan",14,30.5315871,49.1790856,22.347855
"156","Arkansas","AR","Marion",5089,"Expanded Medicaid","Rural",13.1,39.3420611,59.3853272,32.519685
"157","Arkansas","AR","Miller",5091,"Expanded Medicaid","Metropolitan",17.2,32.8589729,56.3638044,22.7231057
"158","Arkansas","AR","Mississippi",5093,"Expanded Medicaid","Rural",20.6,40.7029877,63.5776932,29.5995823
"159","Arkansas","AR","Monroe",5095,"Expanded Medicaid","Rural",18.9,43.8901443,75.1681957,31.4715881
"160","Arkansas","AR","Montgomery",5097,"Expanded Medicaid","Rural",13.8,37.1218928,64.0803039,26.8459152
"161","Arkansas","AR","Nevada",5099,"Expanded Medicaid","Rural",18.9,37.4595231,68.7714146,23.9949484
"162","Arkansas","AR","Newton",5101,"Expanded Medicaid","Rural",10.8,36.1004824,51.586369,29.9837549
"163","Arkansas","AR","Ouachita",5103,"Expanded Medicaid","Rural",22.8,40.3088176,63.8785835,30.1497311
"164","Arkansas","AR","Perry",5105,"Expanded Medicaid","Metropolitan",10.9,34.6990268,52.8169014,27.297343
"165","Arkansas","AR","Phillips",5107,"Expanded Medicaid","Rural",25.5,49.9472999,72.9100726,38.4829894
"166","Arkansas","AR","Pike",5109,"Expanded Medicaid","Rural",12.5,38.3848797,60.9326019,29.0708967
"167","Arkansas","AR","Poinsett",5111,"Expanded Medicaid","Metropolitan",16.1,44.2997072,73.9826551,31.4120203
"168","Arkansas","AR","Polk",5113,"Expanded Medicaid","Rural",21,43.9189617,70.8543729,31.621173
"169","Arkansas","AR","Pope",5115,"Expanded Medicaid","Rural",14.6,29.693982,49.5554991,21.4644671
"170","Arkansas","AR","Prairie",5117,"Expanded Medicaid","Rural",13.1,31.6878232,64.178273,18.9707806
"171","Arkansas","AR","Pulaski",5119,"Expanded Medicaid","Metropolitan",12.4,28.5125305,48.3411492,20.3771127
"172","Arkansas","AR","Randolph",5121,"Expanded Medicaid","Rural",14.1,40.7201616,62.8855963,31.3520172
"173","Arkansas","AR","St. Francis",5123,"Expanded Medicaid","Rural",21.6,45.0313888,73.2006369,31.7434087
"174","Arkansas","AR","Saline",5125,"Expanded Medicaid","Metropolitan",5.4,22.7589652,38.2896285,16.0772757
"175","Arkansas","AR","Scott",5127,"Expanded Medicaid","Rural",14.8,43.3309892,64.4043321,33.2002777
"176","Arkansas","AR","Searcy",5129,"Expanded Medicaid","Rural",12,41.8479177,59.0311005,35.1021367
"177","Arkansas","AR","Sebastian",5131,"Expanded Medicaid","Metropolitan",16.5,32.105789,56.2431344,21.6049383
"178","Arkansas","AR","Sevier",5133,"Expanded Medicaid","Rural",16.7,33.0551031,59.797168,18.3596215
"179","Arkansas","AR","Sharp",5135,"Expanded Medicaid","Rural",17.9,49.199683,74.3583096,38.1262125
"180","Arkansas","AR","Stone",5137,"Expanded Medicaid","Rural",14.3,44.7113817,70.3774304,34.4738443
"181","Arkansas","AR","Union",5139,"Expanded Medicaid","Rural",15.7,31.4482509,50.5797245,23.0585372
"182","Arkansas","AR","Van Buren",5141,"Expanded Medicaid","Rural",15.4,41.4915798,69.3368545,31.0196425
"183","Arkansas","AR","Washington",5143,"Expanded Medicaid","Metropolitan",11.5,21.4362456,41.2024095,12.8382927
"184","Arkansas","AR","White",5145,"Expanded Medicaid","Rural",12.1,30.0667682,49.9132918,21.742293
"185","Arkansas","AR","Woodruff",5147,"Expanded Medicaid","Rural",18.6,44.3390859,65.0390625,35.8308804
"186","Arkansas","AR","Yell",5149,"Expanded Medicaid","Rural",14.5,31.9247516,56.6619166,20.6341463
"187","California","CA","Alameda",6001,"Expanded Medicaid","Metropolitan",7.4,20.3591299,30.3422972,16.8890332
"188","California","CA","Alpine",6003,"Expanded Medicaid","Rural",8.3,33.2568807,28.2312925,35.8131488
"189","California","CA","Amador",6005,"Expanded Medicaid","Rural",5.2,29.3017354,44.7511985,24.2180275
"190","California","CA","Butte",6007,"Expanded Medicaid","Metropolitan",12,34.8187757,46.5349734,30.5303781
"191","California","CA","Calaveras",6009,"Expanded Medicaid","Rural",8.6,30.7151903,40.15625,27.553731
"192","California","CA","Colusa",6011,"Expanded Medicaid","Rural",10.6,37.4939238,60.2566159,25.9364821
"193","California","CA","Contra Costa",6013,"Expanded Medicaid","Metropolitan",6.9,19.8721002,30.0422941,15.7735299
"194","California","CA","Del Norte",6015,"Expanded Medicaid","Rural",16.8,44.4053837,59.44823,37.8913278
"195","California","CA","El Dorado",6017,"Expanded Medicaid","Metropolitan",6.4,21.3729135,26.400555,19.5051455
"196","California","CA","Fresno",6019,"Expanded Medicaid","Metropolitan",20.8,40.7052422,59.8495301,30.6801985
"197","California","CA","Glenn",6021,"Expanded Medicaid","Rural",15.5,38.0444029,52.2469812,30.6738161
"198","California","CA","Humboldt",6023,"Expanded Medicaid","Rural",10.5,36.9362433,53.7678138,31.0542093
"199","California","CA","Imperial",6025,"Expanded Medicaid","Metropolitan",20.6,41.8881354,53.7723186,35.0524078
"200","California","CA","Inyo",6027,"Expanded Medicaid","Rural",7.6,24.0496342,33.2395087,20.4704006
"201","California","CA","Kern",6029,"Expanded Medicaid","Metropolitan",18.7,38.6855685,54.7023005,29.89764
"202","California","CA","Kings",6031,"Expanded Medicaid","Metropolitan",16.3,36.8086416,50.4646669,28.905574
"203","California","CA","Lake",6033,"Expanded Medicaid","Rural",17.8,46.4538157,65.5339095,39.3021851
"204","California","CA","Lassen",6035,"Expanded Medicaid","Rural",10.6,27.2722188,36.4462966,23.4285714
"205","California","CA","Los Angeles",6037,"Expanded Medicaid","Metropolitan",13.1,28.3237977,47.4535014,21.1119068
"206","California","CA","Madera",6039,"Expanded Medicaid","Metropolitan",18,44.7550024,63.8571111,34.2897208
"207","California","CA","Marin",6041,"Expanded Medicaid","Metropolitan",4.3,14.946049,22.5774796,12.0565843
"208","California","CA","Mariposa",6043,"Expanded Medicaid","Rural",9.8,29.5370084,40.3964901,26.140868
"209","California","CA","Mendocino",6045,"Expanded Medicaid","Rural",13.8,42.0474586,62.3975205,33.8634125
"210","California","CA","Merced",6047,"Expanded Medicaid","Metropolitan",19.9,43.9593595,62.4918976,33.5773941
"211","California","CA","Modoc",6049,"Expanded Medicaid","Rural",8.6,37.1804568,47.9568672,33.2645906
"212","California","CA","Mono",6051,"Expanded Medicaid","Rural",4.2,21.889267,43.0179388,15.3628857
"213","California","CA","Monterey",6053,"Expanded Medicaid","Metropolitan",11.1,30.9665907,52.596916,20.3267449
"214","California","CA","Napa",6055,"Expanded Medicaid","Metropolitan",5.3,19.7841353,33.2124818,14.5854577
"215","California","CA","Nevada",6057,"Expanded Medicaid","Rural",7,25.1877013,35.5566427,21.7687441
"216","California","CA","Orange",6059,"Expanded Medicaid","Metropolitan",8.4,21.2644963,37.0285404,15.1549147
"217","California","CA","Placer",6061,"Expanded Medicaid","Metropolitan",5.9,15.5303701,20.1234431,13.6095583
"218","California","CA","Plumas",6063,"Expanded Medicaid","Rural",8.1,31.074141,34.7986474,29.928112
"219","California","CA","Riverside",6065,"Expanded Medicaid","Metropolitan",12,30.3072619,45.5475052,23.1016526
"220","California","CA","Sacramento",6067,"Expanded Medicaid","Metropolitan",12.6,29.8487357,43.4190624,24.1989034
"221","California","CA","San Benito",6069,"Expanded Medicaid","Metropolitan",7.7,26.788856,41.2268969,20.0566974
"222","California","CA","San Bernardino",6071,"Expanded Medicaid","Metropolitan",14.5,33.655516,50.8567893,25.3158384
"223","California","CA","San Diego",6073,"Expanded Medicaid","Metropolitan",9.5,21.8372002,34.6606089,16.9072661
"224","California","CA","San Francisco",6075,"Expanded Medicaid","Metropolitan",6.4,17.9933177,29.1789214,15.7392976
"225","California","CA","San Joaquin",6077,"Expanded Medicaid","Metropolitan",13.6,34.4055495,47.9581794,27.6385166
"226","California","CA","San Luis Obispo",6079,"Expanded Medicaid","Metropolitan",6.6,18.4872636,30.5366644,14.3942114
"227","California","CA","San Mateo",6081,"Expanded Medicaid","Metropolitan",4.3,15.4823749,23.315496,12.7026313
"228","California","CA","Santa Barbara",6083,"Expanded Medicaid","Metropolitan",9.4,25.6147442,47.3118378,16.6258956
"229","California","CA","Santa Clara",6085,"Expanded Medicaid","Metropolitan",5.6,16.9148417,26.6531303,13.2356527
"230","California","CA","Santa Cruz",6087,"Expanded Medicaid","Metropolitan",8.4,22.7448948,39.2025649,16.9461872
"231","California","CA","Shasta",6089,"Expanded Medicaid","Metropolitan",11.5,35.3828015,48.2022142,30.2770461
"232","California","CA","Sierra",6091,"Expanded Medicaid","Rural",3.4,29.6401515,47.6095618,24.0372671
"233","California","CA","Siskiyou",6093,"Expanded Medicaid","Rural",14.9,41.5549275,56.4181974,35.7310235
"234","California","CA","Solano",6095,"Expanded Medicaid","Metropolitan",8.6,25.711832,37.8984413,20.8019215
"235","California","CA","Sonoma",6097,"Expanded Medicaid","Metropolitan",6.5,22.1410411,35.6008631,17.3169273
"236","California","CA","Stanislaus",6099,"Expanded Medicaid","Metropolitan",13.6,36.8906098,52.5757891,29.2340209
"237","California","CA","Sutter",6101,"Expanded Medicaid","Metropolitan",13.8,37.2419856,52.400091,29.8913343
"238","California","CA","Tehama",6103,"Expanded Medicaid","Rural",13.8,40.2344285,53.3291615,34.2766848
"239","California","CA","Trinity",6105,"Expanded Medicaid","Rural",14.1,35.5864811,45.950346,32
"240","California","CA","Tulare",6107,"Expanded Medicaid","Metropolitan",23,46.7561516,65.6194503,35.6532728
